 none 	o_k  so  nice walls  is a stand in for like architecturally it  uh   significant or something like that 
 none 	or one time i was at this  
 none 	architecturally appealing from the outside 
 none 	but see the thing is  if it s  
 none 	o_k 
 none 	yeah but if it s architecturally significant you might be able to see it from  
 none 	like you m  might be able to  vista  it  right  and be able to  
 none 	mm hmm 
 none 	mm hmm 
 none 	appreciate it 
 none 	yeah  versus  like  i was at this place in europe where they had little carvings of  like  dead people on the walls or something 
 none 	mm hmm 
 none 	i don t remember w 
 none 	uh huh 
 none 	it was a long time ago 
 none 	there s a lot of those 
 none 	but if you looked at it real close  you could see the   the in  intricacy of the   of the walls 
 none 	o_k  so that count as   counts as a nice wall 
 none 	right 
 none 	the   o_k 
 none 	mm hmm 
 none 	right 
 none 	something you want to inspect at close range because it s interesting  o_k 
 none 	the  
 none 	exactly 
 none 	hmm 
 none 	robert 
 search 	well there   there is a term that s often used  that s  saliency   or the  salience  of an object 
 none 	and i was just wondering whether that s the same as what you describe as  landmark iness  
 none 	but it s really not  i mean an object can be very salient but not a landmark at all 
 none 	hmm 
 none 	not a landmark at all 
 none 	there s landmark for um  touristic reasons and landmark for i don t know navigational reasons or something 
 none 	right 
 none 	yep 
 none 	yeah  we meant  uh  touristic reasons 
 none 	o_k 
 none 	yeah 
 none 	hmm 
 none 	right 
 none 	o_k  but you can imagine maybe wanting the oth  both kinds of things there for different um  goals 
 none 	hmm 
 none 	yeah 
 none 	right 
 none 	right 
 none 	but  
 none 	yeah 
 none 	tourist y landmarks also happen to be  
 none 	wouldn t   couldn t they also be  
 none 	they re not exclusive groups  are they 
 none 	like non tourist y landmarks and direct navigational   yeah 
 none 	or it can be als 
 none 	they re not mutually exclusive 
 none 	right  right  definitely 
 none 	o_k 
 none 	o_k  so our initial idea was not very satisfying  because   uh our initial idea was basically all the features pointing to the output node 
 none 	uh 
 none 	so  a big flat structure  right 
 none 	right 
 none 	yep 
 none 	and uh  so we  
 none 	reasons being  you know  it d be a pain to set up all the probabilities for that 
 none 	if we moved onto the next step and did learning of some sort  uh according bhaskara we d be handicapped 
 search 	i don t know belief nets very well 
 none 	well usually  i mean  you know  n_  
 none 	if you have n_ features  then it s two to the n_   or exponential in n_ 
 none 	and they wouldn t look pretty 
 none 	so 
 none 	yeah  they d all be like pointing to the one node 
 none 	mm hmm 
 none 	uh 
 none 	so then our next idea was to add a middle layer  right 
 none 	so the thinking behind that was we have the features that we ve drawn from the communication of some  
 none 	like  the someone s 
 none 	the person at the screen is trying to communicate some abstract idea  like
 none 	 i m    the   the abstract idea being  i am a tourist i want to go to this place  
 none 	right 
 none 	so we re gonna set up features along the lines of where they want to go and what they ve said previously and whatnot  and then we have the means that they should use  right  but the middle thing  we were thinking along the lines of maybe trying to figure out  like  the concept of whether they re a tourist or whether they re running an errand or something like that along those lines 
 none 	or  
 none 	yes  we could  things we couldn t extract the   from the data  the hidden variables  yes  good 
 none 	so then the hidden variables   hair  variables we came up with were whether someone was on a tour  running an errand  or whether they were in a hurry  because we were thinking uh  if they were in a hurry there d be less likely to   like   or th 
 none 	want to do vista  right  because if you want to view things you wouldn t be in a hurry 
 none 	right 
 none 	or they might be more likely to be using the place that they want to go to as a   like a navigational point to go to another place 
 none 	mm hmm 
 none 	whether the destination was their final destination  whether the destination was closed  those are all  
 none 	and then
 search 	 let s look at the belief net  o_k  so that means that i should switch to the other program 
 none 	um right now it s still kind of in a toy version of it  because we didn t know the probabilities of   or  
 none 	well i ll talk about it when i get the picture up 
 none 	no one knows it 
 none 	o_k 
 none 	so this right   what we  
 none 	let s see  what happens if i maximize this 
 none 	there we go 
 none 	but uh  
 none 	so 
 none 	the mode basically has three different outputs 
 none 	the probability   whether the probability of a vista  tango  or enter 
 none 	um  
 none 	the  context   we simplified  basically it s just the businessman  the tourist  unknown 
 none 	 verb used  is actually personally amusing mainly because it s   it s just whether the verb is a tango verb  an enter verb  or a vista verb 
 none 	yeah  that one needs a lot of  
 none 	and are those mutually exclusive sets  right  got it  uh huh 
 none 	not at all  that s   that   that needs a lot of work  but uh that would ve made the probably significantly be more complicated to enter  so we decided that for the purposes of this it d be simpler to just have three verbs 
 none 	no 
 none 	yeah 
 none 	simple 
 none 	yeah 
 none 	stab at it  yep 
 none 	right 
 none 	um  
 none 	why don t you mention things about this  bhaskara  that i am   not   that are not coming to my mind right now 
 none 	o_k  so   yeah  so note the four nodes down there  the   sort of  the things that are not directly extracted 
 none 	actually  the five things  the  closed  is also not directly extracted i guess  from the uh  
 none 	from the utterance 
 none 	well i  it s   it s so  it sort of is because it s   because have the   the time of day and the close  it just had the   er and what time it closed 
 none 	hmm 
 none 	actually  no  wait  it is  o_k   closed  sort of is 
 none 	right  so f 
 none 	right  but the other ones  the final destination  the whether they re doing business  whether they re in a hurry  and whether they re tourists  that kind of thing is all uh sort of   you know probabilistically depends on the other things  yeah 
 none 	inferred from the other ones 
 none 	o_k 
 none 	and the mode  you know  depends on all those things only 
 none 	yeah the   the actual parse is somewhere up around in here 
 none 	yeah  so we haven t uh  managed   like we don t have nodes for  discourse  and  parse   although like in some sense they are parts of this belief net  but uh  
 none 	mm hmm 
 none 	the idea is that we just extract those features from them  so we don t actually have a node for the entire parse  because we d never do inference on it anyway  so 
 none 	mm hmm 
 none 	right 
 search 	so some of the   the top row of things   what s   what s   disc admission fee    
 none 	whether they discuss the admission fees  so we looked at the data and in a lot of data people were saying things like  can i get to this place    what is the admission fee    so that s like a huge uh clue that they re trying to enter the place rather than uh to tango or vista  so 
 none 	oh 
 none 	uh huh 
 none 	right 
 none 	o_k  i see 
 none 	there were   there d be other things besides just the admission fee  but you know  we didn t have  
 none 	mm hmm 
 none 	that was like our example 
 none 	that was the initial one that we found 
 none 	mm hmm 
 none 	o_k  so there are certain cues that are very strong either lexical or topic based um  concept cues for one of those 
 none 	from the discourse that  
 none 	yeah 
 none 	and then in that second row or whatever that row of time of day through that  
 none 	so all of those  
 none 	some of them come from the utterance and some of them are sort of either world knowledge or situational things  right  so that you have no distinction between those and  o_k 
 none 	right 
 none 	one  uh  
 none 	uh 
 none 	um  anything else you want to say bhaskara 
 none 	um 
 none 	 unmark  time of day 
 none 	yeah  i m  i mean  
 none 	one thing   uh  
 none 	yeah  they re   they re are a couple of more things  i mean
 none 	uh 
 none 	i would actually suggest we go through this one more time so we   we all uh  agree on what   what the meaning of these things is at the moment and maybe what changes we  
 none 	yeah  th 
 none 	o_k  so one thing i   i m you know unsure about  is how we have the discus  uh   the  admission fee  thing set up 
 none 	so one thing that we were thinking was by doing the layers like this 
 none 	uh   we kept um   things from directly affecting the mode beyond the concept  but you could see perhaps discus  the  admission fee  going directly to the mode pointing at  enter   right  versus pointing to  just at  tourist  
 none 	mm hmm 
 none 	mm hmm 
 none 	mm hmm 
 none 	o_k 
 none 	but we just decided to keep all the things we extracted to point at the middle and then down 
 none 	mm hmm 
 none 	why is the landmark  
 none 	o_k  the landmark is facing to the tourists 
 none 	that s because we re talking about landmarks as touristic landmarks not as possible um navigational landmarks so
 none 	right 
 none 	yeah 
 none 	navigational landmarks  yeah 
 none 	navigational cue 
 none 	mm hmm 
 none 	then  
 none 	yeah  that would be whatever building they referred to 
 none 	prosody 
 none 	right  so let s see  the variables  disc   admission fee  is a binary thing   time of day  is like morning  afternoon  night  is that the deal 
 none 	mm hmm 
 none 	yeah 
 none 	that s how we have it currently set up  but it could be  you know  based upon hour or dis  we could discrete it   des  descret ize it 
 none 	yep 
 none 	yeah 
 none 	yeah 
 none 	whatever granularity  uh huh 
 none 	yeah 
 none 	mm hmm 
 none 	yeah 
 none 	yeah  normally context will include a huge amount of information  but um  we are just using the particular part of the context which consists of the switch that they flick to indicate whether they re a tourist or not  i guess 
 none 	yep 
 none 	o_k  so that s given in their input  right 
 none 	right 
 none 	so   right  so it s not really all of context  similarly prosody is not all of prosody but simply for our purposes whether or not they appear tense or relaxed  and
 none 	mm hmm  that s very nice  huh 
 none 	o_k 
 none 	the   the   so the context is a switch between tourist or non tourist  or also unknown 
 none 	or un  unknown  yeah 
 none 	yeah  unknown  right 
 none 	o_k 
 none 	so final dest 
 none 	so it seems like that would really help you for doing business versus tourist  but o_k  so the the context being um  e  i don t know if that question s sort of in general   are you   
 none 	which is th  which one 
 none 	i mean the   ar  ar  are do they allow business people to be doing non business things at the moment 
 none 	yeah  it does 
 none 	o_k  so then you just have some probabilities over   o_k    over which which of those it is 
 none 	everything is probablistic  and  
 none 	there s always  
 none 	yeah 
 none 	um  right  so then landmark is  
 none 	oh  sorry   verb used  is like  right now we only have three values  but in general they would be a probability distribution over all verbs 
 none 	mm hmm 
 none 	rather  let me rephrase that  it   it can take values in the set of all verbs  that they could possibly use 
 none 	mm hmm 
 none 	um  nice walls  is binary   closed  is binary  final destination   again   yeah  all those are binary i guess 
 none 	and  mode  is one of three things 
 none 	so  the   the middle layer is also binary  no 
 none 	yeah  anything with a question mark after it in that picture is a binary node 
 none 	uh 
 none 	it  
 none 	yeah  but all those things without question marks are also binary  right 
 none 	which things 
 none 	mm hmm 
 none 	nice walls 
 none 	wi 
 none 	oh   nice walls  is uh   something that we extract from our world knowledge 
 none 	mm hmm 
 none 	yeah  a  oh yeah  sorry  it is binary 
 none 	it is binary but it doesn t have question mark because it s extracted  yeah 
 none 	that s true 
 none 	yeah  o_k  i see your point 
 none 	yeah  o_k  i   i gotcha 
 none 	uh huh 
 none 	yeah  similarly  closed   i guess 
 none 	so we can either be in a hurry or not  but we cannot be in a medium hurry at the moment 
 none 	well  we 
 none 	to do that we would add another uh   value for that 
 none 	mm hmm  o_k 
 none 	and that would require s  updating the probability distribution for  mode  as well 
 none 	mm hmm 
 none 	because it would now have to like uh   take that possibility into account 
 none 	mm hmm 
 none 	take a conti 
 none 	mm hmm 
 none 	so um  of course this will happen when we think more about the kinds of verbs that are used in each cases but you can imagine that it s verb plus various other things that are also not in the bottom layer that would   that would help you  
 none 	yeah  yeah 
 none 	yeah 
 none 	like it s a conjunction of  i don t know  you know  the verb used and some other stuff that   that would determine   yeah  exactly 
 none 	right  other syntactic information you mean  yeah 
 none 	um 
 none 	well the   the   sort of the landmark is   is sort of the object right  the argument in a sense 
 none 	usually  i   i don t know if that s always the case i   i guess haven t looked at the data as much as you guys have  so  um 
 none 	that s always warping on something   some entity  and um  
 none 	mm hmm 
 none 	mm hmm 
 none 	uh maybe at this stage we will   we do want to   uh sort of get   uh modifiers in there because they may also tell us whether the person is in a hurry or not
 none 	hmm 
 none 	yeah 
 none 	yeah  i want to get to the church quickly  and uh  
 none 	mm hmm 
 none 	that would be a cue 
 none 	yeah  right 
 none 	what s the fastest way
 none 	yeah  correct 
 none 	mm hmm 
 none 	um 
 none 	right  excellent 
 none 	do we have anything else to say about this 
 none 	we can do a little demo 
 none 	oh the  yeah  we could 
 none 	but the demo doesn t work very well 
 none 	o_k 
 none 	no  then it wouldn t be a demo
 none 	i mean  
 none 	we can do a demo in the sense that we can um  just ob  observe the fact that this will  in fact do inference  so we can  you know  set some of the uh nodes and then try to find the probability of other nodes 
 none 	i was just gonna s 
 none 	observe nodes 
 none 	yeah  go ahead 
 none 	o_k 
 none 	dat dat dah 
 none 	what should i observe 
 none 	just se  set a few of them  you don t have to do the whole thing that we did last time  just like uh  maybe the fact that they use a certain verb   actually forget the verb  just uh  
 none 	o_k 
 none 	o_k 
 none 	i don t know  say they discussed the admission fee  
 none 	o_k 
 none 	and uh   the place has nice walls
 none 	i love nice walls  o_k 
 none 	i m a big fan 
 none 	it s starting to grow on me
 none 	and it s night 
 none 	and the time of day is night 
 none 	yeah  no wait  that   that doesn t uh   it s not really consistent  they don t discuss the admission fee  make that false 
 none 	alright 
 none 	and it s night 
 none 	oh  they  
 none 	o_k 
 none 	oh whoops  i forgot to uh  
 none 	that didn t work 
 none 	ach 
 none 	i d like to do that again 
 none 	one thing that bugs me about javabayes is you have to click that and do this 
 none 	yeah  that seems kind of redundant but 
 none 	o_k 
 none 	that all you want 
 none 	yes 
 none 	o_k 
 none 	so let s see  i want to query  right  the mode 
 none 	 go  and  right   query  
 none 	o_k  and then on here  
 none 	so let s see 
 none 	so that is the probability that they re entering  vista ing or tango ing  and uh  
 none 	mm hmm 
 none 	yeah 
 none 	so slightly biased toward  tango ing
 none 	o_k 
 none 	yeah 
 none 	if it s night time  they have not discussed admission fee  and the n  walls are nice  so  yeah 
 none 	i guess that sort of makes sense 
 none 	the reason i say the demo doesn t work very well is yesterday we uh   observed everything in favor of taking a tour  and it came up as  tango   right  over and over again 
 none 	so 
 none 	we couldn t   we couldn t figure out how to turn it off of  tango  
 none 	uh huh 
 none 	huh 
 none 	it loves the tango 
 none 	um 
 none 	well  that s obviously just to do with our probabilities  like  we totally hand tuned the probabilities  right  we were like
 none 	yeah  yeah 
 none 	yeah 
 none 	o_k 
 none 	 hmm  well if the person does this and this and this  let s say forty percent for this  fifty per   like  you know 
 none 	so obviously that s gonna happen 
 none 	right 
 none 	yeah 
 none 	yeah but it   it
 none 	maybe the bias toward  tango ing was yours  then 
 none 	yeah  that s   that s at  
 none 	yeah  it s   so we have to like fit the probabilities 
 none 	spent my youth practicing the tango de la muerte 
 none 	so  the real case 
 none 	however you know  it  
 none 	the purpose was not really  at this stage  to come up with meaningful probabilities but to get thinking about that hidden middle layer 
 none 	mm hmm 
 none 	and so th 
 none 	and  
 none 	we would actually  
 none 	i guess once we look at the data more we ll get more hidden nodes  but
 none 	mm hmm 
 none 	yeah 
 none 	i d like to see more 
 none 	not because it would expedite the probabilities  cuz it wouldn t 
 none 	it would actually slow that down tremendously 
 none 	um  well  yeah  i guess  not that much though  only a little early  
 none 	but 
 none 	no  i think we should have uh   exponentially more middle nodes than features we ve extracted 
 none 	o_k 
 none 	i m ju  i m just jo 
 none 	so  are  doing business  versus  tourist    they refer to your current task  like   like current thing you want to do at this moment 
 none 	um  yeah  well  
 none 	that s   that s an interesting point  whether you re  
 none 	it s whether  
 none 	and are th 
 none 	it s not  
 none 	i think it s more like  are you are tourist  are you in ham  like heidelberg for a   
 none 	oh  so  i thought that was directly given by the context switch 
 none 	that s a different thing  what if the context  which is not set  but still they say things like   i want to go uh  see the uh   the   the castle and uh  et cetera  
 none 	is it  
 none 	well the 
 none 	i kind of thought of  doing business  as more of running an errand type thing 
 none 	yeah  business on the other hand is  uh  definitely what you re doing 
 none 	so if you run out of cash as a tourist  and   and   and you need to go to the a_t 
 none 	so i  wi  th 
 none 	o_k 
 none 	oh  i see  you may have a task  wh  you have to go get money and so you are doing business at that stage 
 none 	mmm 
 none 	yeah 
 none 	right 
 none 	 how do i get to the bank  
 none 	i see 
 none 	hmm 
 none 	and that ll affect whether you want to enter or you if you   kinda thing 
 none 	o_k 
 none 	so the  tourists  node should be um  very consistent with the context node  right  if you say that s more their   in general what their background is 
 none 	yeah  i think this context node is a bit of a  
 none 	i don t know  like in d 
 none 	uh  
 none 	do we wanna have  
 none 	like it s  
 none 	are you assuming that or not  like is that to be  
 none 	i mean if that s accurate then that would determine tourist node 
 none 	if the context were to set one way or another  that like strongly uh um  says something about whether   whether or not they re tourists  so what s interesting is when it s not   when it s set to  unknown  
 none 	mm hmm 
 none 	mm hmm 
 none 	mm hmm 
 none 	we  what set the   they set the context to  unknown  
 none 	o_k 
 none 	o_k 
 none 	right now we haven t observed it  so i guess it s sort of averaging over all those three possibilities 
 none 	mm hmm 
 none 	mm hmm 
 none 	right 
 none 	but yes  you can set it to un   unknown  
 none 	and if we now do   leave everything else as is the results should be the same  right 
 none 	oops 
 none 	no 
 none 	well no  because we  
 none 	th  the way we set the probabilities might not have  
 none 	yeah  it s   it s an   it s an issue  right  like  
 none 	pretty much the same 
 none 	yeah  it is 
 none 	so the issue is that um in belief nets  it s not common to do what we did of like having  you know  a d  bunch of values and then  unknown  as an actual value 
 none 	yeah 
 none 	what s common is you just like don t observe the variable  right  and then just marginalizes  
 none 	yeah 
 none 	yep 
 none 	but uh  
 none 	we didn t do this because we felt that there d  
 none 	i guess we were thinking in terms of a switch that actually  
 none 	we were thi  yeah 
 none 	mm hmm 
 none 	we were th 
 none 	but uh   i don t know y  what the right thing is to do for that  i m not  
 none 	i don t know if i totally am happy with the way it is 
 none 	why don t we  
 none 	can we  um  
 none 	how long would it take to   to add another node on the observatory and  um  play around with it 
 none 	another node on what 
 none 	uh  well it depends on how many things it s linked to 
 none 	let s just say make it really simple  if we create something that for example would be um  
 none 	so th  some things can be landmarks in your sense but they can never be entered  so for example s  a statue 
 none 	good point 
 none 	yeah 
 none 	right 
 none 	mm hmm 
 none 	so maybe we wanna have  landmark  meaning now   enterable landmark  versus  um something that s simply just a vista point  for example 
 none 	yeah  that s true 
 none 	yeah  uh  a statue or um  
 none 	so basically it s addressing a variable that s  enterable or not   so like an  enterable  question mark  
 none 	also   you know  didn t we have a size as one 
 none 	what 
 none 	the size of the landmark 
 none 	um  not when we were doing this  but i guess at some point we did 
 none 	cuz if it s  
 none 	yeah 
 none 	for some reason i had that  
 none 	o_k  that was a thought that i had at one point but then went away 
 none 	so you want to have a   a node for like whether or not it can be entered 
 none 	well  for example  if we include that  yeah  um  accessibility or something  yeah 
 none 	yeah 
 none 	hmm 
 none 	 is it   can it be entered   then of course  this is sort of binary as well 
 none 	yeah 
 none 	and then um  there s also the question whether it may be entered 
 none 	in the sense that  you know  if it s tom   the house of tom cruise  you know  it s enterable but you may not enter it 
 none 	you know  you re not allowed to 
 none 	yeah 
 none 	unless you are  whatever  his   his divorce lawyer or something  yeah  and um  
 none 	yeah 
 none 	way 
 none 	and these are very observable sort of from the   from the ontology sort of things 
 none 	does it actually help to distinguish between those two cases though 
 none 	whether it s practically speaking enterable  or actually physically enterable or not 
 none 	it seems like it would for uh  uh determining whether they wanna go into it or not 
 none 	y  y 
 none 	cuz they  
 none 	if  
 none 	well i can see why  
 none 	if you re running an errand you maybe more likely to be able to enter places that are usually not al  w  you re not usually   not allowed to uh  m 
 none 	let s get this uh b  clearer 
 none 	s  so it s matrix between if it s not enterable  period 
 none 	whether it s a   whether it s a public building  and whether it s   actually has a door 
 none 	yeah  exactly 
 none 	o_k 
 none 	this is sort of uh 
 none 	mm hmm 
 none 	so tom cruise s house is not a public building but it has a door 
 none 	right 
 none 	mm hmm 
 none 	but the thing is  
 none 	o_k  sh  explain to me why it s necessary to distinguish between whether something has a door and is not public 
 none 	or  if something  
 none 	it seems like it s equivalent to say that it doesn t have a door a  and it  
 none 	mm hmm 
 none 	or  not public  and  not a door  are equivalent things  it seems like in practice 
 none 	yeah 
 none 	right 
 none 	yeah 
 none 	so we would have  
 none 	what does it mean  then  that we have to   we have an object type statue  that really is an object type 
 none 	right 
 none 	so there is   there s gonna be a bunch of statues 
 none 	and then we have  for example  an object type  hmm  that s a hotel  how about hotels 
 none 	o_k 
 search 	so  the most famous building in heidelberg is actually a hotel 
 none 	it s the hotel zum ritter  which is the only renaissance building in heidelberg that was left after the big destruction and for the thirty years war  blah blah blah 
 none 	hmm 
 none 	does it have nice walls 
 none 	it has wonderful walls 
 none 	excellent 
 none 	um 
 none 	and lots of detail  c  and carvings  engravings and so forth  so 
 none 	but  um  it s still an unlikely candidate for the tango mode i must say 
 none 	but 
 none 	um  so   s 
 none 	so if you are a d 
 none 	well it s very tricky 
 none 	so i guess your question is   so far i have no really arg  no real argument why to differentiate between statues as   statues and houses of celebrities  from that point of view 
 none 	huh 
 none 	o_k  let   let s do a  
 none 	can we add  just so i can see how it s done  uh  a  has door  property or    
 none 	o_k 
 none 	what would it  uh  connect to  like  what would  uh  it affect 
 none 	um  i think  um  it might affect  
 none 	oh actually it s   it   it wouldn t affect any of our nodes  right 
 none 	what i was thinking was if you had a   like  
 none 	oh it s   it affects th 
 none 	the  doing business  is certainly not 
 none 	you could affect  
 none 	theoretically you could affect  doing business  with  has door  
 none 	yeah  o_k 
 none 	hmm 
 none 	it should  um  inhibit that  right 
 none 	right 
 none 	let s see 
 search 	yeah  i don t know if  javabayes  is nice about that  it might be that  if you add a new thing pointing to a variable  you just like   it just overwrites everything  
 none 	but you can check 
 none 	well  we have it saved  so 
 none 	o_k 
 none 	we can rel  open it up again 
 none 	it s true 
 none 	the safety net 
 none 	i think you could just add it  i mean  i have before o_k  whew 
 none 	well that s fine  but we have to see the function now  has it become all point fives or not 
 none 	oh  right 
 none 	let s see  so this is
 none 	 has door 
 none 	uh  true  false  that s acceptable 
 none 	and i want to edit the function going to that  right 
 none 	no  this is fine  this business 
 none 	oh no 
 none 	right  it was fine   2x added this one 
 none 	yep 
 none 	what would be nice if it   is if it just like kept the old function for either value but 
 none 	this  
 none 	nope 
 none 	oh 
 none 	didn t do it 
 none 	oh wait  it might be  
 none 	did we w 
 none 	yes  that s not good 
 none 	that s kind of annoying 
 none 	o_k  so just dis  dismiss everything 
 none 	close it and   and load up the old state so it doesn t screw   screw that up 
 none 	let s see 
 none 	oops 
 none 	hmm 
 none 	maybe you can read in 
 none 	ha 
 none 	so have you used  javabayes  a lot 
 none 	yes  really i ha  i ve  
 none 	i haven t used it a lot and i haven t used it in the last you know many months so um  uh  we can ask someone 
 none 	o_k 
 none 	it might be worth uh   asking around  like  we looked at sort of uh   a page that had like a bunch of  
 none 	um 
 none 	yeah 
 none 	srini  
 none 	o_k  yeah  s  i guess he d be the person 
 send_email 	srini s  the one to ask i would say   um  he might know 
 none 	yeah 
 none 	cuz   yeah 
 none 	and 
 none 	i mean in a way this is a lot of good features in java it s cra  has a gui and it s uh  
 none 	mm hmm 
 none 	i guess those are the main two things  it does learning  it has  
 none 	mm hmm  yeah 
 none 	no it doesn t  actually 
 none 	what 
 none 	i didn t think it did learning 
 none 	o_k 
 none 	maybe it did a little bit of learning  i don t remember 
 none 	oh right  maybe you re right  o_k 
 none 	right 
 none 	but uh   it s free 
 none 	which is w  quite positive  yeah 
 none 	but uh  yeah 
 none 	maybe another thing that uh  
 none 	but i mean its interface is not the greatest  so 
 none 	mm hmm 
 none 	but actually it had an interface  a lot of them were like  you know 
 none 	yep 
 none 	command line 
 none 	huh 
 none 	what is the c  code  can w  can we see that 
 none 	how do you write the code or do you actually never have to write any code there 
 none 	the c 
 none 	yeah  there is actually a text file that you can edit 
 none 	but it s   you don t have to do that 
 none 	there s like an x_m_l format for bayes nets 
 none 	is it x_m_l 
 none 	the  there is one  i don t know if this uses it 
 none 	oh  i see  no this doesn t use it 
 none 	but it  
 none 	i didn t think it did 
 none 	yeah  the   the  
 none 	you can look at the text file 
 none 	yeah 
 none 	but do you have it here 
 none 	well  maybe you don t 
 none 	uh  yes i do actually  let me see 
 none 	oh yes  of course  like  there s the  
 none 	oh man  i didn t n 
 none 	is there an ampersand in dos 
 none 	nope  just s  l  start up a new d_o_s 
 none 	we  that s alright  i can probably double cli  click on it 
 none 	or   yeah  right 
 none 	n  uh  
 none 	let s see 
 none 	yep 
 none 	let s see  come on 
 none 	it ll ask you what you   what it wants   what you want to open it with and see what bat   i guess 
 none 	one of these days  it should open this  theoretically 
 none 	go   right mouse 
 none 	open with 
 none 	that s   oh 
 none 	oh there we go 
 none 	maybe it was just  
 none 	oh  w 
 none 	oh 
 none 	ah  it was dead 
 none 	to the world 
 none 	god 
 none 	o_k 
 none 	through the old notepad  that s my favorite editor 
 none 	i like  
 none 	wordpad 
 none 	i like word pad because it has the uh   the returns  the carriage returns on some of them 
 none 	i  
 none 	mm hmm  o_k 
 none 	you know how they get  auto fills  i guess  or whatever you call it 
 none 	mmm hmm 
 none 	anyway  there it is 
 none 	so this is sort of lisp y 
 none 	no 
 none 	uh  yeah 
 none 	it just basically looks like it just specifies a bunch of structs 
 none 	mm hmm 
 none 	yeah 
 none 	that s how actual probability tables are specified  as  like  lists of numbers 
 none 	yeah 
 none 	mm hmm 
 none 	mm hmm 
 none 	so theoretically you could edit that 
 none 	mm hmm 
 none 	but they re not very friendly 
 none 	it just that   it s  
 none 	yeah the ordering isn t very clear on  
 none 	right 
 none 	so you d have to like figure out  
 none 	the layout of the table  yeah 
 none 	like you have to go and   yeah 
 none 	well i  
 none 	actually we could write a program that could generate this 
 none 	yeah 
 none 	i think so  it s not  
 none 	you could 
 none 	yeah you could 
