 none 	right and that   that included a fair amount of fiddling around  since it s   it s more or less the first time we ve tried to do it 
 none 	i mean it s  
 none 	yeah  i mean the equipment  
 none 	right 
 none 	the equip  me and adam went through it yesterday  just looked at everything  but it s all kind of here and set up  so it s just a question of turning it all on 
 none 	and  um   running the program 
 none 	i mean  ev  eventually we ll want to like tape that over and run them up through the center so that wires aren t   aren t   people aren t tripping over the wires and so on 
 none 	right 
 none 	are we gonna   i mean  is it gonna be over there  or is it gonna be in there 
 none 	um  it s   it s gonna b  it s   for reasons   because of the microphones runs we want that chunk there  there s more equipment in there 
 none 	but there s   the idea is that there are these microphones on the table  there are some cables coming down sort of under a nice mat  and then that s   they   a bunch of them get sort of converged with digital there 
 none 	and the idea is that this gets replaced by a cabinet with doors  so that   so that it s not open to fiddling 
 none 	so that s what s gonna happen 
 none 	right 
 none 	that s
 none 	do we have like a cabinet on order or do we just need to do that 
 none 	we need to do that  it s on a list of things to do  i keep on hoping that they re gonna get done but they don t 
 none 	well  i   i can help them get done um one question is budget  do we have any money at all that we can go out and spend on things like cabinets or a hard drive or things like that 
 none 	i  
 none 	yeah 
 none 	oh   i mean  i don t know  did we s  did we spend our   the budget already that we had 
 none 	yeah 
 none 	uh  how much are we talking about here 
 none 	um 
 none 	i don t know  a cabinet is probably going to cost a hundred dollars  two hundred dollars something like that 
 none 	i mean 
 none 	yeah  i mean  you know  we   we can spend under a thousand dollars or something without   without worrying about it 
 none 	yeah 
 none 	i mean  i think   um i m more worried about things being kept in a funky state long enough that   that uh stuff gets broken or   or you know 
 none 	yeah 
 none 	well  i think our intention at this point is when we re not using it to record a meeting we ll coil them all up and put them under so that people will not be tripping over them and so on 
 none 	yeah 
 none 	so 
 none 	but  well we should get to a   a nice kind of working state of our set up as quickly as possible 
 none 	yeah  and there s also the minor matter  it d be kind of nice to able to bring people in and say  yes  this is where we do such and such   and then be able to see uh  you know  some kind of   i mean it s less important than doing what we re doing right now but  
 none 	right  not have it  
 none 	yeah 
 none 	yeah 
 none 	so 
 none 	i mean there s one big issue with the equipment still  which is um ultimately we re gonna   well the idea is to have any number of these wired headsets  but there s this amplification problem 
 none 	i built this thing  it s   that s   it s very noisy  we re actually recording   i m   i m going through it at the moment  but it s so noisy that i am not using for this  it s   it s designed to be used for the   for the desktop meeting as well 
 none 	but i m using   running that through my uh damp machine as a pre amp as an alternative 
 none 	well  we should be able to just go buy some preamps  i would think 
 none 	yeah 
 none 	it s just   it eh
 none 	you see how clumsy this is right  i have to use these batteries to bias them 
 none 	and i m only get two channels and there re a bunch of  
 none 	there are like three connectors in the circuit 
 none 	the thing is  like  it s   it s not s  it s not that the thing doesn t exist commercially  but there isn t one unit which does the whole thing in one   in one swoop 
 none 	so it seemed like it was a good idea to make one  um
 none 	and i m still not sure  i mean  i think i probably know how to fix this  i can probably build it better so it doesn t have such noise  but it s kind of a buy  
 none 	yeah 
 none 	well  ultimately we re gonna need to build one anyway 
 none 	are we 
 none 	sure  because we  we re gonna have to put it in a p_d_a 
 none 	well  we could just  
 none 	well 
 none 	right  if we have microphones in a p_d_a it s gonna need bias and a pre amp 
 none 	i guess i d sort of figured that   that jim would do that at some point  right 
 none 	mm hmm 
 none 	yeah 
 none 	well n 
 none 	yeah 
 none 	jim is busy at the moment  that s the problem  i was kind of hoping that jim was going to build this box 
 none 	but um   but he hasn t had time 
 none 	yeah 
 none 	well   i think   i think he is quite interested in doing it  but 
 none 	o_k 
 none 	well
 none 	if it s too noisy and if there s something we can buy  again for  you know  moderate amount of price  even if it takes a couple boxes or something  maybe we should just do it 
 none 	yeah 
 none 	yeah 
 none 	and then   and then later we can uh replace it with  
 none 	because there may be other considerations that will go into the design  i mean  uh our getting some experience with this may help to determine some of things that are   i don t know   might change this design 
 none 	mm hmm 
 none 	right 
 none 	so 
 none 	there was uh a statement made uh which i don t think is right  by the way  but   there was a statement made at the uh darpa communicator meeting i was at recently that um microphone   multiple microphones at a distance of less than three feet or something like that were totally useless  completely irrelevant 
 none 	oh 
 none 	yeah  for nois  noise cancelling 
 none 	you   you mean for noise cancelling  or    
 none 	um  my counter argument is   is an   uh uh um  a white rat  uh  which has th  it s two microphones exceedingly close together and it works pretty well 
 none 	oh 
 none 	um but  
 none 	o_k 
 none 	yeah 
 none 	this happened  
 none 	do they mean omnidirectional  is that their point  i mean all the noise cancelling mikes  they re   you know  they re a few m  millimeters away from each other pointing in different directions 
 none 	i think   uh  i mean  uh my guess is that means it s just that if it s   if it s near field  the mathematics of beam   beam steering is different 
 none 	but 
 none 	oh  i see 
 none 	if the f  if the wavefronts are not approximately planar then you can t just do delay and sum and expect it to work 
 none 	it s   oh  o_k  so they re not talking about how far apart the mikes are  they re talking about how far they are from the speaker 
 none 	i guess  yeah 
 none 	right  but i think that if   my point is i guess if you   if you have a um   a uh s  a volume in between the two   the two uh uh sensors and you do something cleverer  there clearly are ways to get more out of it 
 none 	yeah 
 none 	yeah 
 none 	yeah  yeah 
 none 	yeah 
 none 	right  right  right  i mean the   um
 none 	the   the weird thing is that actually delay in some beam forming is not   is not the clever thing to do  the   the   the underwater guys do this stuff which is different 
 none 	and it actually means that you should get the microphones as close together as possible 
 none 	rather than trying to get them far apart so you can get separation  you sort of   you want them very close  and  
 none 	and the math is too difficult for me to understand but it s   but it s there 
 none 	yeah 
 none 	well  there are various points in meeting where people were making uh uh very strong statements as a matter of fact  like one shouldn t even question it and this was one of them that was kind of funny 
 none 	um but i   i   i   what i take it to mean is doing   doing the dumb thing uh with two microphones would be very difficult to get too much out of it but
 none 	yeah 
 none 	yeah 
 none 	i think it will be interesting to do other things that aren t dumb 
 none 	so i   i still think it s potentially interesting to do that  although we  we ll have to be uh a  aware of this if we re writing proposals about it  wherever  that there may well be reviewers who will say   well everyone knows that you can t get anything out of it if it s   if it s close  
 none 	hmm 
 none 	yeah 
 none 	do they believe you can get speaker location out of it  cuz that s   that s one way we could sneak it in 
 none 	uh  that is an interesting point 
 none 	yeah  certainly you can get some  
 none 	yeah 
 none 	well we could  
 none 	i mean  by the time   we ll have   we ll have data so we can actually you know  demonstrate that 
 none 	yeah 
 none 	well 
 none 	hopefully 
 none 	oh  you mean for location 
 none 	yeah 
 none 	o_k  depends on who s working on it 
 none 	well  we re getting some   we  we re getting some right now 
 none 	yeah  right  but someone has to write some software to   to actually do it  someone might 
 none 	right  right  but i mean 
 none 	well someone  someone might be interested in   in it 
 none 	oh that s uh   i was just thinking one thing we may wanna do is put the fake p_d_a right in front of someone instead of in the middle of the table like we have it now  on the thought that   my vision of it is you know each of us will have our little p_d_a in front of us and so the acoustics   uh you might want to try to match the acoustics 
 none 	yeah 
 none 	maybe 
 none 	yeah 
 none 	but on the other hand  suppose that uh  you re the only one uh who is advanced enough in this thinking to actually bring such a p_d_a to   to a meeting and   and   and therefore you bring it in  and you probably want it to be as near to people as possible so you might in fact shove it to the middle of the table 
 none 	no  and i don t need to meet with those people 
 none 	mm hmm 
 none 	well 
 none 	yep  yep  for those those we can make several   several more of these and then we can have actual recording with you know three p_d_as 
 none 	yeah 
 none 	well  i think we should 
 none 	i mean  i think at least with two  right 
 none 	mm hmm 
 none 	right 
 none 	because uh one of the th  one of the fantasies that was at least fun to talk about was that uh uh o_k maybe you th  you re   the range of things you can do with multiple microphones is limited if they re a few inches apart  but what if you have two of these things 
 none 	yeah 
 none 	and you know we have this   this idea of the handshake back and forth and say  i m here  i m here   we re now an array  
 none 	yeah 
 none 	right 
 none 	right  right 
 none 	yeah  and that   that seems very uh easy to believe scenario  i mean  given the number of palm pilots we ve got on the table right now  so 
 none 	that s right 
 none 	three  right  so i guess this a pretty dense group but it  it s getting a lot higher 
 none 	yeah 
 none 	yeah
 none 	yeah  but   but that   it s
 none 	we re not  even  you know   it s   we re just   it s not like we  
 none 	we   we may be technical  but we re not particularly p_d_a people 
 none 	so it s   that s just how it is 
 none 	well  i m trying to be  so 
 none 	well  i know  well  that s true  i mean 
 none 	except i s  got a p_d_a way before   well i was doing hand  i was doing wearable computers at boeing  so i guess i sort of count  but 
 none 	o_k 
 none 	so uh   so where are we uh now  i mean so we ve just   uh we re doing this recording so we show we can   we re capable of doing recording uh there s i guess a little more wiring to do or something to have   to have more   if we had more people participating in the meeting we d wouldn t quite be ready for that 
 none 	right 
 none 	mm hmm 
 none 	uh 
 none 	well we ve got   we ve got   right now we could have two more people on wireless  with a trip to leo s audio we could get a third extra person on wireless  and uh right now we could have three more   three more people wearing mikes like this  and that would just work  i mean i m not sure how   how good the quality is on this mike but i think it s going to be o_k 
 none 	mm hmm 
 none 	so we could actually have eight people with   with headset mikes with  i mean  basically no extra effort 
 none 	well 
 none 	five with wireless  so we could have eight 
 none 	yeah 
 none 	nine 
 none 	nine  excuse me  nine  five with wireless and four without  and four with wired 
 none 	yeah 
 none 	yeah 
 none 	um  we don t have headsets though 
 none 	yeah  we have the um   the ones we ve been using  the ones we got for the p_c 
 none 	oh  o_k so we just have to c  wander around and collect them up 
 none 	yeah  yeah  i think we have three of those 
 none 	mm hmm 
 none 	so  and the h 
 none 	uh  there s one in my office  so 
 none 	right  right  they don t all work  but the nice ones  the um plan  plantronic ones work 
 none 	o_k 
 none 	so  we ll just have to see if that works 
 none 	so a little bit of futzing  there s the issue about a cabinet  we might want to change some pre amps 
 none 	yeah 
 none 	so we can do some more recordings but there s   there s a little   little bit of ramp up on that over the next month  say 
 none 	yeah  yeah 
 none 	right and also i would like to work out some of the software issues a little more completely  so  um  you know  we re gonna want to resample and con  and bring them over to another machine and uh um organize the   how we re gonna store it all 
 none 	yeah 
 none 	yeah 
 none 	yeah 
 none 	yeah 
 none 	yeah we were talking about that a little bit over coffee today  that   that um uh if you downsample it sounded like it came   it sounded like it was something like a gig  gigabyte an hour if you didn t downsample and once you downsampled then it was something like four hundred megabytes an hour  if you used all   if you used all   no  if you used all the channels  something like that 
 none 	per channel  or    
 none 	we figured out that it was t  twelve gig  twelve gigabytes an hour  for   for all the channels  was that with or without the  
 none 	it was more than that 
 none 	i thought it was one gigabyte 
 none 	it couldn t be twelve 
 none 	cuz no  we ve only   no  i mean we ve only got four gigabytes and that
 none 	we said  four gigabytes would give us twenty minutes before we did anything else 
 none 	yeah 
 none 	right  and then we   then we cut it in half 
 none 	and then we cut in half  by  
 none 	how d you cut it 
 none 	but  
 none 	by s  saving sixteen bits on instead of thirty   instead of thirty two 
 none 	o_k  so that s   so that s two gigabytes 
 none 	and then  
 none 	well no i mean it s uh four gigabytes for forty minutes 
 none 	that s forty minutes
 none 	right  but that s at forty four kilohertz with sixteen channels 
 none 	so  six gigabytes 
 none 	forty eight kilohertz  yeah 
 none 	so we can actually triple that 
 none 	so you can   right  so you can
 none 	yeah 
 none 	so  hang on   so that would   o_k
 none 	i came out at the gig an hour  at one point  that   that s one computation i did for sixteen channels  sixteen bit 
 none 	well i think it s  
 none 	i think it s two gig an hour 
 none 	is it two gig an hour  i m off by an order of magni  that s alright  order of two  factor of two 
 none 	cuz like  we don t   maybe we don t   we don t need to save all channels  right  so  on average 
 none 	we could   we don t   we   we wouldn t use all the channels  necessarily 
 none 	oh  we ll do the higher math later  maybe but it s   so it s   so maybe like a gig or two a   an hour  um but   um  
 none 	yeah 
 none 	o_k  that is a bit more than i thought 
 none 	how much here would we have to reformat the drive in there to get some of the more space cuz it   i mean it s a nine gig drive and there s four gig on sc  on scratch and there s about three gig unused  it looked like  on the home directory 
 none 	yeah 
 none 	i m sure  yeah 
 none 	i just don t know enough about linux  how hard is it to repartition 
 none 	it s a pain 
 none 	it s a pain 
 none 	i mean  you know  because   cuz we ve got data on  user   right  and then we d have to back it all up and copy it back on again 
 none 	mm hmm 
 none 	yeah so this ll take some thought cuz we have   we   um
 none 	if we are in fact gonna have forty or fifty hours at some point and we   we wanna ha  have part of our work be on feature extraction  it means that we need to have waveforms available somehow 
 none 	yeah 
 none 	hmm 
 none 	right  so i ve   i ve already created a  u_   u_  doctor speech  data  m_r  directory  or had jane do it and uh um   but there s not a lot of free space around 
 none 	so it   it   it has currently about four gig on the drive that i think she s going to put it on um 
 none 	no 
 none 	mm hmm 
 none 	mm hmm 
 none 	and so we need   we definitely need to go buy uh you know forty gig   fifty gig of drive   drive space 
 none 	yeah 
 none 	we don t need all   we don t necessarily need it all on line  i mean it will be different subsets  so you won t   you won t  you know  do all sixteen channels in a single  
 none 	that s true  i hadn t even thought about that  although it d be kind of interesting 
 none 	yeah 
 none 	what would you do  i mean  
 none 	you typically train   i mean you d have fi  you d have fifty hours we d only use one of the p_z_m channels  something like this  and so that would  you wouldn t have to use all sixteen channels at once 
 none 	but it s kind of painful for   because basically  if we put them on c_ds then each c_d will have all the channels for one recording  and then when you want to build the p_files  you just want to get one of those files off each of the sessions and  
 none 	yeah  it s pretty horrible 
 none 	so what would we do for training  so if we re   if we re training distant mi  we d just use one of them 
 none 	yeah  well  maybe two of them  but i mean we wouldn t use   we d only use the distant mikes  right 
 none 	o_k 
 none 	yeah so it might be four 
 none 	right  but it wouldn t be sixteen 
 none 	well  although we wanted to get alignments from the close mike stuff 
 none 	but that s a separate training 
 none 	right  but you don t want to be constantly take   putting that on disk and off disk and on disk 
 none 	no wait  more disk is better  absolutely  i mean my   my preference would be to get   get ourselves a hundred gig of disk  and just not bother 
 none 	yeah 
 none 	the thing is it s really not very expensive right now 
 none 	yeah 
 none 	so it s more of an issue of   of structuring it with uh the uh sys admin folks so we don t panic them and figuring out where it goes 
 none 	and back up 
 none 	well  we don t   it doesn t need to be backed up 
 none 	right if   if we   if we burn it all on c_d rom  then  um  in fact  we could you know   we could throw away the broadcast news stuff and put it on there or something like that 
 none 	right  then it doesn t need to be backed up 
 none 	yeah  we were talking about that   i m not sure if anyone s still using it  
 none 	yeah 
 none 	i think the only one using it has been javier  but at this point i think it s   he s only been using it for features that he calculated quite a while ago  so if nobody else is doing feature calculation  
 none 	somebody used it recently 
 none 	yeah 
 send_email 	i ll  send mail to  speech local   
 send_email 	i ll  send mail to  speech local  and see if  anyone s still using it   
 none 	pardon 
 none 	how much space is that using up  do you have any idea 
 none 	it s uh twenty c_ds  so that s twelve gigabytes 
 none 	so that would last us for a while 
 none 	yeah  couple hours 
 none 	well  anyway for this   this recording we re fine cuz we re only   we re only   how many mikes are we recording right now 
 none 	yeah 
 none 	well  right now we don t have any choice  it r  still records all sixteen channels  it s just most of them are all zeroes 
 none 	so that   that s on our list too 
 none 	o_k 
 none 	yeah 
 none 	yeah  well that we can
 none 	do something about 
 none 	yep 
 none 	it s mostly a question of user interface  how do we   how do we specify which ones are on 
 none 	yeah 
 none 	yeah  so we don t store any of our audio formats compressed in any way do we 
 none 	so these large sections when you guys aren t talking  
 none 	yeah 
 none 	probably  we could   we could probably just run shorten on them or something and it will get a big win 
 none 	i think that s a good  
 none 	run what on those 
 none 	shorten 
 none 	tony robinson s uh lossless compression thing 
 none 	o_k 
 none 	what s it do 
 none 	um  it   it does a_r modeling and so it looks at a section  it runs an a_r model to sort of r  w  to whiten it and then quantizes the residual with a nice   with the three bits it can get away with  something like that 
 none 	so i think it   on   on each block it ll   it ll compress you know if there s load on in any range it ll use ratio bits  i think it does that 
 none 	mm hmm 
 none 	yeah  so  p_z_ms 
 none 	yeah  well 
 none 	yeah 
 none 	yeah  it s something that   that we definitely need to look at with this 
 none 	maybe we shouldn t ve subsampled it down to sixteen bits for our first try 
 none 	well  it s o_k  it s only the first try  i   what i m thinking is um obviously we can do the   we can   we can choose any sixteen bits from the twenty  four  so we can just have different gain things that we use you know per channel 
 none 	right 
 none 	yeah  so we might wanna see if maybe the low sixteen bits on the p_z_ms are better than the middle sixteen bits 
 none 	yeah 
 none 	i think   probably the bottom four bits are not any good 
 none 	regardless  yeah 
 none 	right  although you know it claims they are  but probably the  
 none 	w  i was just noticing on the   on the   there s a view meter  software view meter and the p_z_m gain is real low  so 
 none 	yeah  so i think initially we should take up more space until we ve analyzed this and get a better sense of it because uh we don  i mean we re not talking about forty or fifty hours at this point we re talking about a half hour of   of speech and so uh we should look at this carefully but  
 none 	mm hmm 
 none 	yeah 
 none 	yep 
 none 	yeah 
 none 	yeah  i was interested when i saw the twenty four on there  wow  i mean that s probably eight bits of noise  yeah  so 
 none 	oh  yeah 
 none 	oh yeah 
 none 	yeah  that s right  we ve got lots of bits of noise 
 none 	these theories things are pretty amazing 
 none 	yeah 
 none 	and
 none 	and there s help   help they seem   they seem good though they seem to be
 none 	it s some sort of oversampling thing i imagine  right 
 none 	didn t we already get that  cuz you   you can t have uh component tolerances that are uh sixteen million   one in sixteen million parts  so 
 none 	oh  god knows  yeah  yeah 
 none 	right 
 none 	right 
 none 	right the other   other thing another issue is just getting a sound card up here 
 none 	you know  i assumed that we could just put a sound blaster in if we want sound output 
 none 	that   that card   that machine s got sound   they ve got a sound blaster built into it 
 none 	oh  it s just not working 
 none 	i just   i just disabled it cuz i wanted to find out how well the sound infrastructure would deal with both at once but i think yeah  that s  uh   probably it will be fine 
 none 	o_k 
 none 	yeah  that way we don t   we can t listen to it on this machine 
 none 	i m s 
 none 	there s no 
 none 	oh 
 none 	for a couple of reasons 
 none 	well  but the   
 none 	there are two ways we could listen to it  there s a sound   there s actually sound output built into this thing  but the driver   i haven t   the driver may not support it yet  and then there s also the sound or the sound card built in  but i don t know how to   i don t know how the operating system would like having two sound cards 
 none 	yeah 
 none 	hmm 
 none 	but we can f_t_p stuff over  right  so it s connected 
 none 	right 
 none 	yeah 
 none 	and we ve looked at it so we know it s working  i mean  you can see the little squiggles  and it looks like speech so you just can t listen 
 none 	yeah 
 none 	yeah 
 none 	yeah 
 none 	o_k 
 none 	um 
 none 	one suggestion i have is that um
 none 	i think this   maybe we should just read some more   you made more of these  right  i think we should read some more because   because this is very f  we   we need to   to work the   the   the uh   the talkers more because we re not gonna have that many meetings and this is a pretty tiny amount of data 
 none 	right 
 none 	o_k 
 none 	mm hmm 
 none 	mm hmm 
 none 	so maybe we should do another number list and  
 none 	well right i   i just did ten per page i could easily do twenty per page 
 none 	it s just a question of uh of how much uh annoyance i wanted to put uh people going to meetings through 
 none 	yeah 
 none 	well this is us  we ll have a fair amount of annoyance yeah i think uh 
 none 	mm hmm 
 none 	yeah 
 none 	so  can we do   we do another set  are we   are we   are we   sort of   we talked out about what we re  
 none 	sure 
 none 	sure 
 none 	well no  o_k  the question i still have about what we re going to do is what is   what   eh   o_k  so we can get the equipment set up so that basically we re in a situation where we can   with  you know  ten minutes of preparation  we can bring nine people in here and do a multi  channel recording 
 none 	o_k 
 none 	right 
 none 	um 
 none 	what are   wh  when are we   are we going to do that  who are they going to be  what meetings are we going to record 
 none 	us  to begin with 
 none 	so which   which meetings   what meetings do we have 
 none 	i think that s the intention 
 none 	i mean like  us  being the meeting recorder people or  us  being anything that speech local does 
 none 	well  i think  
 none 	i think  um  certainly us  meeting recorder 
 none 	yeah 
 none 	um  us other groups  it just depends on how many meetings we re   we re having  um 
 none 	jerry also said it would be   he would be willing to have his group  some of the a_i meetings do it as well 
 none 	and we should have like   we should have decoder meetings and stuff 
 none 	and uh
 none 	exactly exactly  i think there are enough incidental meetings for us to   to do this  and if we can get it set up so it is convenient enough  um  then you can just do spontaneous meetings as well 
 none 	yeah  i mean that s the thing  it s o_k to g 
 none 	right 
 none 	which i m interested in  i mean  that s one of the things  the whole reason i want a p_d_a as opposed to a wired room is for spontaneous meetings 
 none 	yeah 
 none 	right 
 none 	well  we ve got to make it really really easy to start it going then in that case  cuz that   that s the real goal 
 none 	right 
 none 	that s right 
 none 	that s why i put ten on here instead of thirty or forty or fifty 
 none 	right  but i mean if we   if we want jerry s group to use it then we probably  won t ask them to read any numbers  right  cuz 
 none 	right  well  i   i bet they would be willing to do it the first few times  just for the novelty 
 none 	yeah 
 none 	yeah 
 none 	i think they would 
 none 	and also he s   he s   he s got at least one woman 
 none 	that s great  i know 
 none 	oh  that s a good point 
 none 	and we re   we have a little problem of no women 
 none 	boy  that s abs  i had never   i hadn t even thought about that 
 none 	i know  it s a disaster 
 none 	yeah  well  when l  when liz uh shriberg starts coming  then there s another woman although she  
 none 	oh  man 
 none 	it s alright she doesn t mind as long as we don t video her  right 
 none 	yeah 
 none 	ah  that s right  that was it  so 
 none 	maybe we should have the reading group here and force jane to come 
 none 	yeah 
 none 	yeah  no  well  actually we could have jane uh   jane s interested and curious about this stuff so she could attend one of   probably not the decoder meeting but some of the other stuff she would be interested enough and have her read  
 none 	mm hmm 
 none 	yeah 
 none 	we could   we could have the reading group in here  yeah 
 none 	yeah  i mean it s a different style  but i think that s alright 
 none 	yeah 
 none 	i mean 
 none 	yeah  it s great 
 none 	yeah 
 none 	um  we were joking about having lunch up here but eating with the microphones  
 none 	um  i had another question briefly about transcription  so are we going get an external service or are we gonna do it  i mean who s gonna generate the transcripts 
 none 	o_k 
 none 	um
 create_single_reminder 	i think that one of the neat things about having this little pilot thing from today is  we should try it a couple different ways  so we should try to do it internally  maybe ask   ask jane if we could get her to do it or   or   or have her supervise a linguistics student or somebody and uh see how long it takes  and you know  multiply out the cost  and then send   send the same thing out  or maybe split it in halves or something   something like that to a   to an outside service and uh see what that costs and how much hassle that is   
 none 	mm hmm 
 none 	mm hmm
 none 	mm hmm 
 none 	mm hmm 
 none 	right 
 none 	and then we can assess it 
 none 	yeah  the   the problem of course is that it s you know  in   in this meeting it s three four five six seven eight  it s nine transcripts  potentially 
 none 	well 
 none 	except that you wouldn t transcribe them all individually  right  you would send   i mean  uh a transcriber is used   i mean  i don t know  assume   presumably a transcriber transcribes a single meeting  right  and so they   they just have to indicate that the speaker changes 
 none 	no 
 none 	no 
 none 	right  this was   this was the point of having near zero skew  right 
 none 	right 
 none 	so you just pick one  with the best sounding one  and give it to somebody and they transcribe it 
 none 	oh  you re right  yeah  yeah  yeah 
 none 	yeah 
 none 	right 
 none 	so the only thing we ll have to be careful with is that they re   well  what are they listening to 
 none 	so   so they   they re gonna   they re gonna have to make speaker assignments or something like this 
 none 	they re going to have to make speaker assignments  and wh  and which recording are they gonna listen to 
 none 	for one of   one of   
 none 	or we could mix   we could mix the   the headset mikes  you know  just to make a single high q  high quality   and we could do   and we could do all kinds of weird things like having you know squelch so that you only  you know   you only   you cut it out when there s no energy  so you don t  noise 
 none 	right 
 none 	oh  that would be interesting 
 none 	mm hmm 
 none 	yeah  you could do fancy things  but it seems like that s enough 
 none 	yeah 
 none 	yeah 
 none 	i mean there s   it s  
 none 	o_k 
 none 	if we   if we do something which is have a little bit of human input to get the words then we can leverage that a lot by some clever cross thing to figure out which channel they really belong to and stuff like this  probably 
 none 	mm hmm 
 none 	yet 
 none 	so that   i mean  that s one chunk of work and just segmenting for this is gonna be another chunk of work 
 none 	um 
 none 	yeah  and   yeah  as much work as you want 
 none 	yeah
 none 	but uh i don t know  this meeting  so  say it s maybe going to be a half hour or something  and   and uh we ve heard estimates ranging between ten and twenty times uh real time to do this kind of transcription um so you know in   in principle then it ll take somebody a day for somebody to deal with this 
 none 	yeah 
 none 	mm hmm  wow 
 none 	yeah 
 create_single_reminder 	and uh we ll  see which one of those seems closest to right and if they   ramped up  if towards the end it was faster you know  get some sort of sense from them uh from whoever does it and um then uh like i say  check it out with an external service and see if it s faster  cheaper  better  worse  whatever    then we ll go from there 
 none 	mm hmm 
 none 	right 
 none 	mm hmm 
 none 	yeah  one of the things i was thinking with transcript is that if we take the near field and we do an initial recognition pass  is it easier for a transcriber to correct a transcript  if the near field mike does a reasonably good job 
 none 	hmm 
 none 	i bet it isn t  unless it s really close to right 
 none 	yeah 
 none 	i have   just because it s such an un 
 none 	the transcribing is sort of something i can imagine doing  whereas having this distraction of having sort of something that looks like it might be right but has got some very wrong bits in is sort of a less   less easy thing to do 
 none 	right 
