 create_single_reminder 	now i guess what we should try doing with this is  try testing these on u  this same sort of thing on    you probably must have this lined up to do    to try the same t  with the exact same training  do testing on the other languages  
 none 	mmm 
 none 	on   on um  
 none 	so 
 none 	um  oh i well  wait a minute  you have this here  for the italian  that s right  o_k  so 
 none 	yeah 
 none 	yeah  so for the italian the results are uh stranger um
 none 	so 
 none 	mmm 
 none 	so what appears is that perhaps spanish is not very close to italian because uh  well  when using the   the network trained only on spanish it s   the error rate is almost uh twice the baseline error rate 
 none 	mm hmm 
 none 	mmm  uh 
 none 	well  i mean  let s see 
 none 	is there any difference in  
 none 	so it s in the uh  
 none 	so you re saying that when you train on english and uh and   and test on  
 none 	yeah 
 none 	no  you don t have training on english testing  
 none 	there   there is   another difference  is that the noise   the noises are different  well 
 none 	in   in what 
 none 	for   for the italian part i mean the uh the um networks are trained with noise from aurora   t_i  digits  mmm 
 none 	aurora two 
 none 	yeah 
 none 	and the noise is different in th 
 none 	and perhaps the noise are quite different from the noises in the speech that italian  
 none 	and  
 none 	do we have any um test sets uh in any other language that um have the same noise as in the aurora 
 none 	mmm  no 
 none 	no 
 none 	can i ask something real quick 
 none 	in   in the upper part   in the english stuff  it looks like the very best number is sixty point nine  and that s in the uh   the third section in the upper part under p_l_p j_rasta  sort of the middle column 
 none 	yeah 
 none 	i  is that a noisy condition 
 none 	yeah 
 none 	so that s matched training  is that what that is 
 none 	it s   no  the third part  so it s uh highly mismatched 
 none 	so  training and test noise are different 
 none 	so   why do you get your best number in  
 none 	wouldn t you get your best number in the clean case 
 none 	well  it s relative to the um baseline mismatching
 none 	yeah 
 none 	ah  o_k so these are not  
 none 	yeah 
 none 	o_k  alright  i see 
 none 	yeah 
 none 	yeah 
 none 	o_k 
 none 	and then   so  in the   in the um   in the non mismatched clean case  your best one was under m_f_c_c 
 none 	that sixty one point four 
 none 	yeah  but it s not a clean case  it s a noisy case but uh training and test noises are the same 
 none 	oh  so this upper third 
 none 	so   yeah 
 none 	uh that s still noisy 
 none 	yeah 
 none 	ah  o_k 
 none 	so it s always noisy basically  and  well  the  
 none 	mm hmm 
 none 	i see 
 none 	mmm 
 none 	o_k 
 none 	um
 none 	so uh  i think this will take some looking at  thinking about  but  what is uh   what is currently running  that s   uh  i  that   just filling in the holes here or   or     pretty much 
 none 	uh  no we don t plan to fill the holes but actually there is something important  is that um we made a lot of assumption concerning the on line normalization and we just noticed uh recently that uh the approach that we were using was not uh leading to very good results when we used the straight features to h_t_k 
 none 	o_k 
 none 	um
 none 	mmm  so basically d  if you look at the   at the left of the table  the first uh row  with eighty six  one hundred  and forty three and seventy five  these are the results we obtained for italian uh with straight mmm  p_l_p features using on line normalization 
 none 	mm hmm 
 none 	mmm 
 none 	and the  mmm   what s in the table  just at the left of the p_l_p twelve on line normalization column  so  the numbers seventy nine  fifty four and uh forty two are the results obtained by uh pratibha with uh his on line normalization   uh her on line normalization approach 
 none 	where is that  seventy nine  fifty
 none 	fifty one  this  
 none 	uh  it s just sort of sitting right on the uh   the column line 
 none 	so 
 none 	uh 
 none 	oh i see  o_k 
 none 	just   uh
 none 	yeah 
 none 	yeah 
 none 	so these are the results of o_g_i with on line normalization and straight features to h_t_k 
 none 	and the previous result  eighty six and so on  are with our features straight to h_t_k  so what we see that   is   there is that um uh the way we were doing this was not correct  but still the networks are very good 
 none 	yes 
 none 	yes 
 none 	when we use the networks our number are better that uh pratibha results 
 none 	we improve 
 none 	so  do you know what was wrong with the on line normalization  or    
 none 	yeah  there were diff  there were different things and basically  the first thing is the mmm  alpha uh value  so  the recursion uh part  um 
 none 	i used point five percent  which was the default value in the   in the programs here 
 none 	and pratibha used five percent 
 none 	uh huh 
 none 	so it adapts more quickly
 none 	yes  yeah 
 none 	um  but  yeah  i assume that this was not important because uh previous results from   from dan and   show that basically the both   both values g  give the same   same uh results 
 none 	it was true on uh t_i digits but it s not true on italian 
 none 	mm hmm 
 none 	uh  second thing is the initialization of the stuff  actually  uh what we were doing is to start the recursion from the beginning of the utterance 
 none 	and using initial values that are the global mean and variances measured across the whole database 
 none 	right  right 
 none 	and pratibha did something different is that he   uh she initialed the um values of the mean and variance by computing this on the twenty five first frames of each utterance 
 none 	mmm  there were other minor differences  the fact that she used fifteen dissities instead s  instead of thirteen  and that she used c_zero instead of log energy 
 none 	uh  but the main differences concerns the recursion 
 none 	so 
 none 	uh  i changed the code uh and now we have a baseline that s similar to the o_g_i baseline 
 none 	o_k 
 none 	we   it   it s slightly uh different because
 none 	i don t exactly initialize the same way she does 
 none 	actually i start  mmm  i don t wait to a fifteen   twenty five   twenty five frames before computing a mean and the variance to e  to   to start the recursion 
 none 	mm hmm 
 none 	yeah 
 none 	i   i use the on line scheme and only start the re  recursion after the twenty five   twenty fifth frame 
 none 	but  well it s similar 
 none 	so uh i retrained the networks with these   well  the   the   the networks are retaining with these new features 
 none 	mm hmm 
 none 	and  yeah 
 none 	o_k 
 none 	so basically what i expect is that these numbers will a little bit go down but perhaps not   not so much because i think the neural networks learn perhaps to   even if the features are not normalized  it   it will learn how to normalize and  
 none 	right 
 none 	right 
 none 	o_k  but i think that given the pressure of time we probably want to draw   because of that especially  we wanna draw some conclusions from this  do some reductions in what we re looking at  and make some strong decisions for what we re gonna do testing on before next week 
 none 	mmm 
 none 	yeah 
 none 	yeah i d  
 none 	so do you   are you   w  did you have something going on  on the side  with uh multi band or   on   on this  or    
 none 	no  i   we plan to start this uh so  act  actually we have discussed uh um  these   what we could do more as a   as a research and   and we were thinking perhaps that uh the way we use the tandem is not  
 none 	uh  well  there is basically perhaps a flaw in the   in the   the stuff because we trained the networks  
 none 	if we trained the networks on the   on a language and a t  or a specific task  um  what we ask is   to the network   is to put the bound  the decision boundaries somewhere in the space 
 none 	mm hmm 
 none 	and uh mmm and ask the network to put one  at one side of the   for   for a particular phoneme at one side of the boundary   decision boundary and one for another phoneme at the other side 
 none 	mmm 
 none 	and so there is kind of reduction of the information there that s not correct because if we change task and if the phonemes are not in the same context in the new task  obviously the decision boundaries are not   should not be at the same place 
 none 	but the way the feature gives  
 none 	i di 
 none 	the   the way the network gives the features is that it reduce completely the   it removes completely the information   a lot of information from the   the features by uh uh placing the decision boundaries at optimal places for one kind of data but this is not the case for another kind of data 
 none 	it s a trade off  right  any  anyway go ahead 
 none 	so  
 none 	yeah  so uh what we were thinking about is perhaps um one way to solve this problem is increase the number of outputs of the neural networks 
 none 	doing something like  um um phonemes within context and  well  basically context dependent phonemes 
 none 	maybe  i mean  i   i think you could make the same argument  it d be just as legitimate  for hybrid systems as well 
 none 	yeah but  we know that  
 none 	right 
 none 	and in fact  th  things get better with context dependent versions 
 none 	right 
 none 	ye  yeah but here it s something different  we want to have features uh well  um 
 none 	yeah 
 none 	yeah  but it s still true that what you re doing is you re ignoring   you re   you re coming up with something to represent  whether it s a distribution  probability distribution or features  you re coming up with a set of variables that are representing uh  things that vary w  over context 
 none 	mm hmm 
 none 	uh  and you re putting it all together  ignoring the differences in context 
 none 	that   that s true for the hybrid system  it s true for a tandem system 
 none 	so  for that reason  when you   in   in   in a hybrid system  when you incorporate context one way or another  you do get better scores 
 none 	yeah 
 none 	o_k  but i   it s   it s a big deal to get that 
 none 	i   i m   i m sort of  
 none 	and once you   the other thing is that once you represent   start representing more and more context it is uh much more um specific to a particular task in language 
 none 	so um
 none 	uh  the   the acoustics associated with uh a particular context  for instance you may have some kinds of contexts that will never occur in one language and will occur frequently in the other  so the qu  the issue of getting enough training for a particular kind of context becomes harder 
 none 	we already actually don t have a huge amount of training data um
 none 	yeah  but  
 none 	mmm 
 none 	i mean  the   the way we   we do it now is that we have a neural network and basically the net  network is trained almost to give binary decisions 
 none 	right 
 none 	and uh   binary decisions about phonemes  nnn  
 none 	uh
 none 	almost 
 none 	but i mean it   it   it does give a distribution 
 none 	it s  
 none 	yeah 
 none 	it s   and   and it is true that if there s two phones that are very similar  that uh the   i  it may prefer one but it will give a reasonably high value to the other  too 
 none 	yeah 
 none 	yeah  sure but uh
 none 	so basically it s almost binary decisions and um the idea of using more classes is to get something that s less binary decisions 
 none 	oh no  but it would still be even more of a binary decision 
 none 	it   it d be even more of one 
 none 	because then you would say that in   that this phone in this context is a one  but the same phone in a slightly different context is a zero 
 none 	but   yeah  but  
 none 	that would be even   even more distinct of a binary decision 
 create_single_reminder 	i actually would have thought you d wanna  go the other way and have fewer classes   
 none 	yeah  but if  
 create_single_reminder 	uh  i mean for instance  the   the thing i was arguing for before  but again which i don t think we have time to try  is something in which  you would modify the code so you could train to have several outputs on and use articulatory features cuz then that would   that would go   that would be much broader and cover many different situations   
 none 	mmm 
 none 	mm hmm 
 none 	but if you go to very very fine categories  it s very binary 
 none 	mmm  yeah  but i think  
 none 	yeah  perhaps you re right  but you have more classes so you   you have more information in your features  so 
 none 	mm hmm 
 none 	um you have more information in the uh posteriors vector um which means that  
 none 	true 
 none 	but still the information is relevant because it s   it s information that helps to discriminate  if it s possible to be able to discriminate among the phonemes in context 
 none 	mm hmm 
 none 	mm hmm 
 none 	well it s   it s   it s an interesting thought  i mean we   we could disagree about it at length but the   the real thing is if you re interested in it you ll probably try it and   and we ll see 
 none 	but the  
 none 	mmm 
 none 	mmm 
 none 	but   but what i m more concerned with now  as an operational level  is uh  you know  what do we do in four or five days 
 none 	mmm 
 none 	uh  and   so we have to be concerned with
 none 	are we gonna look at any combinations of things  you know once the nets get retrained so you have this problem out of it 
 none 	mmm 
 none 	um  are we going to look at multi band  are we gonna look at combinations of things 
 none 	uh  what questions are we gonna ask  uh now that  i mean  we should probably turn shortly to this o_g_ i note 
 none 	um  how are we going to combine with what they ve been focusing on 
 none 	uh 
 none 	uh we haven t been doing any of the l_d_ a rasta sort of thing 
 none 	mm hmm 
 none 	and they  although they don t talk about it in this note  um  there s um  the issue of the um mu law business uh versus the logarithm  um  so 
 none 	mm hmm 
 none 	so what i  what is going on right now  what s right   you ve got nets retraining 
 none 	are there   is there   are there any h_t_ k trainings   testings going on 
 none 	n 
 none 	i   i   i m trying the h_t_k with eh 
 none 	p_l_p twelve on line delta delta and m_s_g filter together 
 none 	the combination  i see 
 none 	the combination  yeah  but i haven t result at this moment 
 none 	m_s_g and   and p_l_p 
 none 	yeah 
 none 	and is this with the revised on line normalization 
 none 	ye  uh  with the old older   yeah 
 none 	yeah 
 none 	old one 
 none 	so it s using all the nets for that but again we have the hope that it  
 none 	yeah  but we can know soon 
 none 	we have the hope that it   maybe it s not making too much difference  but   but yeah 
 none 	maybe 
 none 	i don t know 
 none 	yeah 
 none 	uh  o_k 
 none 	uh so there is this combination  yeah  working on combination obviously 
 create_single_reminder 	um  i will  start work on multi band   
 none 	mm hmm 
 create_single_reminder 	and we plan to  work also on the idea of using both features and net outputs   
 none 	yep 
 none 	um 
 none 	and we think that with this approach perhaps we could reduce the number of outputs of the neural network 
 none 	um 
 none 	so  get simpler networks  because we still have the features 
 none 	so we have um come up with um different kind of broad phonetic categories 
 none 	and we have  
 none 	basically we have three types of broad phonetic classes 
 none 	well  something using place of articulation which   which leads to nine  i think  broad classes 
 none 	uh  another which is based on manner  which is   is also something like nine classes 
 none 	and then  something that combine both  and we have twenty f  twenty five 
 none 	twenty seven 
 none 	twenty seven broad classes 
 none 	so like  uh  oh  i don t know  like back vowels  front vowels 
 none 	so what you do   um i just wanna understand so
 none 	um
 none 	you have two net or three nets  was this 
 none 	how many   how many nets do you have 
 none 	for the moments we do not   don t have nets  i mean 
 none 	no nets 
 none 	it s just  
 none 	begin to work in this 
 none 	were we just changing the labels to retrain nets with fewer out  outputs 
 none 	we are   
 none 	right 
 none 	and then  
 none 	but   but i didn t understand  
 none 	mm hmm 
 none 	uh  the software currently just has   uh a   allows for i think  the one   one hot output  so you re having multiple nets and combining them  or    
